what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1333307525831
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333307525882
activated,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1333307529097
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1333307549449
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1333307550138
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1333307551013
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333307556049
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333307565750
started,bundle,org.eclipse.dltk.validators.ui,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.ui",1333307565990
activated,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1333307570938
error,log,,,"Variable references non-existent resource : ${workspace_loc:analisador2/main.py}",1333307574196
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307574265
error,log,,,"Unable to get project for the run",1333307586831
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307615799
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333307626026
activated,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1333307627205
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307631498
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1333307681053
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1333307701496
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307730844
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307746105
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307753997
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333307754146
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333307765091
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307767511
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307773207
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1333307773219
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333307776064
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307780112
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307798583
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307800451
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307824172
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307842353
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307843276
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333307846987
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333307873396
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333307882758
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333307888935
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307890031
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307894043
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333307897973
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333307904433
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307906426
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307909332
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333307913539
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333307944001
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333307948195
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307950346
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333307953369
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333307961270
