what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1333311371797
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311372633
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311380181
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311384029
activated,view,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.views.SearchView",1333311387634
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311387657
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311387954
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311388154
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333311394494
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311401499
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311401515
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333311402991
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311402991
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311410359
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311456357
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311457177
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311468252
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311472725
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311472743
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1333311477125
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1333311487613
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333311516919
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311518105
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311543145
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333311545722
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1333311549062
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1333311552149
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311554984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311557863
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311559793
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311565427
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333311565434
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311566886
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333311566914
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311566915
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333311568782
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311572341
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311572355
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311574416
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311574433
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311578659
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311596503
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333311599296
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311599534
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311599555
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333311609947
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311611777
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311618517
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311620210
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311633482
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333311636890
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311637940
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311637969
executed,command,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.actions.togglecomment",1333311640937
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333311643521
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1333311655444
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1333311660302
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1333311670393
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333311670942
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333311674646
executed,command,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.actions.togglecomment",1333311678966
executed,command,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.actions.togglecomment",1333311681308
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333311681635
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311683293
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311691324
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311692628
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311693498
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311697889
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311720957
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311723194
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311723213
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311733004
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311736034
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311740992
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311741589
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311741589
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311742577
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311743205
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311743205
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333311744112
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1333311760108
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333311766581
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311768339
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311795507
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333311800382
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333311800669
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333311800911
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333311801221
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333311801554
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333311802033
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333311802361
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333311802675
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1333311812764
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1333311814960
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1333311815142
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333311818234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311820116
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311825706
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311829009
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311840916
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333311842574
executed,command,,,"org.python.pydev.debug.ui.launchShortcut.python.run",1333311847092
executed,command,,,"org.python.pydev.debug.ui.launchShortcut.python.run",1333311852980
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333311858893
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333312113204
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333312114795
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333312269014
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333312270942
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333312317819
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333312321013
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333312326120
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333312329484
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333312334750
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333312334769
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333312339448
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333312339448
