what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1333310333372
java.vm.version,sysinfo,,,"14.2-b01",1333310333372
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20100512-1900,"org.eclipse.team.svn.revision.graph",1333310333413
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1333310333489
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1333310334118
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1333310334118
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1333310334119
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310334798
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1333310335467
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310341838
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310389559
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310389583
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310396327
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310403516
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310407969
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310407986
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310408019
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1333310411519
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310418523
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310420025
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310420185
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310420379
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310420389
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310422561
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310476744
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1333310477843
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1333310477968
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1333310478014
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310478677
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1333310478688
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1333310478688
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310480700
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310481223
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1333310481230
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1333310481230
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333310487195
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333310488059
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310502945
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310511556
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333310511564
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310513324
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310524770
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310528317
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310528337
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310528377
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310531945
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310554507
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310558297
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1333310561012
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310561285
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310561911
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1333310567412
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1333310569229
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1333310578926
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1333310581134
started,bundle,org.eclipse.wst.html.core,1.1.300.v200903120608,"org.eclipse.wst.html.core",1333310581289
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310590782
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310594399
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310594647
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310594675
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1333310598044
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1333310598388
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310599361
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310599362
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333310601059
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310601650
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310601650
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310604185
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310604411
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310604432
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1333310609214
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333310613595
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333310624600
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310628445
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310652332
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310662621
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310666716
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310668248
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310670120
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310670143
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310677386
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310692504
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310707543
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333310725127
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310727044
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310744582
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310746458
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310756375
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310756393
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310757485
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310757485
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310758025
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310758681
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310759301
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310759301
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310760381
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310763703
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310768924
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310768939
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310770846
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310770846
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310771786
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310771801
executed,command,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.actions.togglecomment",1333310778719
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1333310779351
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310781550
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310786078
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310789514
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310789778
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310789800
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333310819104
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1333310822549
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310823556
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310830703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310833277
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310834546
closed,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333310834573
error,log,,,"Internal Error",1333310834597
error,log,,,"Problems encountered while deleting resources.",1333310834600
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310836323
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1333310836335
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1333310836336
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310838159
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310848583
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310851781
error,log,,,"Internal Error",1333310852251
error,log,,,"Problems encountered while deleting resources.",1333310852255
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310853734
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1333310853743
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1333310853744
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310857977
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310859724
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310859796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310861569
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310878974
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310879653
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1333310879661
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1333310879661
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333310884823
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310886296
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310887006
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1333310887009
started,bundle,org.python.pydev.customizations,2.4.0.2012020116,"org.python.pydev.customizations",1333310889908
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1333310892480
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1333310892486
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1333310892500
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1333310892500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310894645
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310895815
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310896558
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310923938
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310930916
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310948838
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1333310948844
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1333310948844
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310953930
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333310955257
