what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309021192
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309028963
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309037890
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309042545
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333309042553
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309050819
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309052685
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1333309053149
started,bundle,org.eclipse.emf.common,2.5.0.v200906151043,"org.eclipse.emf.common",1333309053752
started,bundle,org.eclipse.emf.ecore,2.5.0.v200906151043,"org.eclipse.emf.ecore",1333309053829
started,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1333309053830
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1333309053832
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1333309053876
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v200906151043,"org.eclipse.emf.ecore.xmi",1333309053907
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.301.v200908101600,"org.eclipse.wst.common.emfworkbench.integration",1333309053910
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v201001252130,"org.eclipse.wst.common.modulecore",1333309054009
error,log,,,"Project facet jst.web has not been defined. It is used in plugin org.eclipse.wst.jsdt.web.core.",1333309054133
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333309069756
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333309069819
activated,view,org.python.pydev,2.4.0.2012020116,"org.python.pydev.navigator.view",1333309081116
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309086667
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309088157
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309088179
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309088269
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309088282
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309089777
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333309091630
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309094785
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309098918
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309099928
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1333309113931
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1333309113944
